"omschrijving,status,underscore,discipline,underscore2,hoofdgroep,underscore3,object,underscore4,subobject01,underscore5,subobject02,underscore6,subobject03,underscore7,subobject04,underscore8,subobject05,streepje,bewerking,streepje2,schaal,aobject,sobject,laagnaam,lw_b,kl_b,kl_b_a,kl_b_gd,kl_b_gn,kl_b_v,lt_b,lw_n,kl_n,kl_n_a,kl_n_gd,kl_n_gn,kl_n_v,lt_n,lw_v,kl_v,kl_v_a,kl_v_gd,kl_v_gn,kl_v_v,lt_v,lw_t,kl_t,kl_t_a,kl_t_gd,kl_t_gn,kl_t_v,lt_t,vrkl_kort,vrkl_lang,id_nummer,kind_van,objectURI,kind_vanURI"
"AS_KUNSTWERK_VIADUCT_WEG,,_,,_,AM,_,AS,_,KUNSTWERK,_,VIADUCT,_,WEG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a0e3a4c0-1ae9-4915-a268-640d538b3302,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1a6610d3-2f99-4281-8817-4bc3d4ef4092"
"AS_KUNSTWERK_VIADUCT_FIETS,,_,,_,AM,_,AS,_,KUNSTWERK,_,VIADUCT,_,FIETS,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/82d72e7a-2b86-4193-95a6-070ed19652a9,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1a6610d3-2f99-4281-8817-4bc3d4ef4092"
"AS_KUNSTWERK_VIADUCT_SPOOR,,_,,_,AM,_,AS,_,KUNSTWERK,_,VIADUCT,_,SPOOR,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/049bd633-9789-4567-92aa-512d8b3b6a08,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1a6610d3-2f99-4281-8817-4bc3d4ef4092"
"AS_KUNSTWERK_VIADUCT_VOETGANGER,,_,,_,AM,_,AS,_,KUNSTWERK,_,VIADUCT,_,VOETGANGER,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/92e78409-5f6a-4186-9411-802edf0acd64,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1a6610d3-2f99-4281-8817-4bc3d4ef4092"
"AS_KUNSTWERK_BRUG_WEG,,_,,_,AM,_,AS,_,KUNSTWERK,_,BRUG,_,WEG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/361a8a09-a992-4779-9d5d-e74cd8d241ef,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a8a4c583-06e4-486b-8daf-0d9f551a9cfb"
"AS_KUNSTWERK_BRUG_SPOOR,,_,,_,AM,_,AS,_,KUNSTWERK,_,BRUG,_,SPOOR,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a02c6aaf-0872-483c-a63a-346a533b5342,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a8a4c583-06e4-486b-8daf-0d9f551a9cfb"
"AS_KUNSTWERK_BRUG_FIETS,,_,,_,AM,_,AS,_,KUNSTWERK,_,BRUG,_,FIETS,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1053ddfd-b0e0-4d63-b572-21b6c8491c3d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a8a4c583-06e4-486b-8daf-0d9f551a9cfb"
"AS_KUNSTWERK_BRUG_VOETGANGER,,_,,_,AM,_,AS,_,KUNSTWERK,_,BRUG,_,VOETGANGER,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ca9c6e8d-0959-49ac-9148-9e9b741c94af,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a8a4c583-06e4-486b-8daf-0d9f551a9cfb"
"AS_KUNSTWERK_WILDWISSEL_ECODUCT,,_,,_,AM,_,AS,_,KUNSTWERK,_,WILDWISSEL,_,ECODUCT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/f3dfc9b8-195d-4bad-9e05-fba5540efdc1,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/73802838-5fc5-4379-860b-671cba016a9d"
"AS_KUNSTWERK_WILDWISSEL_ECOTUNNEL,,_,,_,AM,_,AS,_,KUNSTWERK,_,WILDWISSEL,_,ECOTUNNEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/8f6dc895-11a5-409e-b0d0-a7ee3598d908,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/73802838-5fc5-4379-860b-671cba016a9d"
"AS_KUNSTWERK_SLUIS_KEERSLUIS,,_,,_,AM,_,AS,_,KUNSTWERK,_,SLUIS,_,KEERSLUIS,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/36606ac2-03fd-47a1-975c-588b7a8822a7,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/762baab8-4e6e-40db-8ad1-560b8ce0069e"
"AS_KUNSTWERK_SLUIS_UITWATERINGSSLUIS,,_,,_,AM,_,AS,_,KUNSTWERK,_,SLUIS,_,UITWATERINGSSLUIS,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1225353f-1ab8-4785-9ad4-a2dcb7ab5b39,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/762baab8-4e6e-40db-8ad1-560b8ce0069e"
"AS_KUNSTWERK_SLUIS_INNUNDATIESLUIS,,_,,_,AM,_,AS,_,KUNSTWERK,_,SLUIS,_,INNUNDATIESLUIS,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cccef93a-963e-4474-8cb9-dbdd6cf23f11,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/762baab8-4e6e-40db-8ad1-560b8ce0069e"
"AS_KUNSTWERK_SLUIS_INLAATSLUIS,,_,,_,AM,_,AS,_,KUNSTWERK,_,SLUIS,_,INLAATSLUIS,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/574969a7-db70-4392-81d2-f62ae88909f9,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/762baab8-4e6e-40db-8ad1-560b8ce0069e"
"AS_KUNSTWERK_SLUIS_SCHUTSLUIS,,_,,_,AM,_,AS,_,KUNSTWERK,_,SLUIS,_,SCHUTSLUIS,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/841a4e92-96ce-49c2-9bc6-745788e2b59d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/762baab8-4e6e-40db-8ad1-560b8ce0069e"
"AS_KUNSTWERK_SLUIS_TIJSLUIS,,_,,_,AM,_,AS,_,KUNSTWERK,_,SLUIS,_,TIJSLUIS,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/64270215-75d1-47f0-baf8-d19544ba8178,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/762baab8-4e6e-40db-8ad1-560b8ce0069e"
"AS_KUNSTWERK_TUNNELBAK_SPOOR,,_,,_,AM,_,AS,_,KUNSTWERK,_,TUNNELBAK,_,SPOOR,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/3866bed6-d864-47d3-8b74-e57b6752f8a0,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ef9b3c10-0ad4-44b5-a341-7d041f70b000"
"AS_KUNSTWERK_TUNNELBAK_WEG,,_,,_,AM,_,AS,_,KUNSTWERK,_,TUNNELBAK,_,WEG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/4a3f474a-1a7d-438c-b7b4-392659f107f6,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ef9b3c10-0ad4-44b5-a341-7d041f70b000"
"AS_KUNSTWERK_TUNNEL_WEG,,_,,_,AM,_,AS,_,KUNSTWERK,_,TUNNEL,_,WEG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a238f794-eecd-44df-8995-57837f408e0c,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/84bfdbe8-a31b-457b-ac5d-3e2fa68e5c7f"
"AS_KUNSTWERK_TUNNEL_VOETGANGER,,_,,_,AM,_,AS,_,KUNSTWERK,_,TUNNEL,_,VOETGANGER,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/09922388-09fd-454e-8a09-a97a62c61156,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/84bfdbe8-a31b-457b-ac5d-3e2fa68e5c7f"
"AS_KUNSTWERK_TUNNEL_SPOOR,,_,,_,AM,_,AS,_,KUNSTWERK,_,TUNNEL,_,SPOOR,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/70bb01ea-89a9-4cd8-84e8-7e56ad6b8f1f,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/84bfdbe8-a31b-457b-ac5d-3e2fa68e5c7f"
"AS_KUNSTWERK_TUNNEL_FIETS,,_,,_,AM,_,AS,_,KUNSTWERK,_,TUNNEL,_,FIETS,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/795f2b52-fcc2-4979-b876-510f9641c38f,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/84bfdbe8-a31b-457b-ac5d-3e2fa68e5c7f"
"AS_WEG_STROOMWEG_OVERGANG,,_,,_,AM,_,AS,_,WEG,_,STROOMWEG,_,OVERGANG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/bb96172d-44fe-4bf7-8d58-e287d98dad67,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ea410f24-9a18-4659-a81e-b57014d4ff4b"
"AS_WEG_STROOMWEG_RECHT,,_,,_,AM,_,AS,_,WEG,_,STROOMWEG,_,RECHT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/131e0544-16d1-4f07-920f-f8048131ba0e,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ea410f24-9a18-4659-a81e-b57014d4ff4b"
"AS_WEG_STROOMWEG_CIRKEL,,_,,_,AM,_,AS,_,WEG,_,STROOMWEG,_,CIRKEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/4f0df9fa-e18c-4c1e-a652-8597480e9a2e,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ea410f24-9a18-4659-a81e-b57014d4ff4b"
"AS_WEG_GEBIEDSONTSLUITINGSWEG_RECHT,,_,,_,AM,_,AS,_,WEG,_,GEBIEDSONTSLUITINGSWEG,_,RECHT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c764f292-112e-4161-9306-415b8fc9d2ae,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c80a25e0-9940-44c2-9779-952c8b4343b4"
"AS_WEG_GEBIEDSONTSLUITINGSWEG_OVERGANG,,_,,_,AM,_,AS,_,WEG,_,GEBIEDSONTSLUITINGSWEG,_,OVERGANG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/273c5373-defd-4900-bf74-2ad02f68826d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c80a25e0-9940-44c2-9779-952c8b4343b4"
"AS_WEG_GEBIEDSONTSLUITINGSWEG_CIRKEL,,_,,_,AM,_,AS,_,WEG,_,GEBIEDSONTSLUITINGSWEG,_,CIRKEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/911e51b0-548c-4831-8cda-7cd9da2344a3,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c80a25e0-9940-44c2-9779-952c8b4343b4"
"AS_WEG_ONDERHOUDSWEG_OVERGANG,,_,,_,AM,_,AS,_,WEG,_,ONDERHOUDSWEG,_,OVERGANG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/f218af1c-8731-4797-a814-4da79b2d66b7,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/003c732e-46c3-4b61-9b4b-aa97163292ab"
"AS_WEG_ONDERHOUDSWEG_CIRKEL,,_,,_,AM,_,AS,_,WEG,_,ONDERHOUDSWEG,_,CIRKEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/16f73a54-8be0-46fa-8692-eef831461b46,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/003c732e-46c3-4b61-9b4b-aa97163292ab"
"AS_WEG_ONDERHOUDSWEG_RECHT,,_,,_,AM,_,AS,_,WEG,_,ONDERHOUDSWEG,_,RECHT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/8ec04021-db8f-4d76-a001-ef6be06d08e5,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/003c732e-46c3-4b61-9b4b-aa97163292ab"
"AS_WEG_BUSBAAN_RECHT,,_,,_,AM,_,AS,_,WEG,_,BUSBAAN,_,RECHT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/654bb48d-82f8-4011-8e19-3583177d1fd4,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/26155fdd-292e-42b2-8fbd-a045d788cad8"
"AS_WEG_BUSBAAN_CIRKEL,,_,,_,AM,_,AS,_,WEG,_,BUSBAAN,_,CIRKEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/85eeaef4-00ad-438c-8219-81bcbd16a750,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/26155fdd-292e-42b2-8fbd-a045d788cad8"
"AS_WEG_BUSBAAN_OVERGANG,,_,,_,AM,_,AS,_,WEG,_,BUSBAAN,_,OVERGANG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ebfa8060-cde4-4c01-a43f-c30c12d2f995,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/26155fdd-292e-42b2-8fbd-a045d788cad8"
"AS_WEG_EIGENWEG_RECHT,,_,,_,AM,_,AS,_,WEG,_,EIGENWEG,_,RECHT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/0a833ab7-30a9-4bbf-9f66-9c5c24f9b4f2,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6c5cc51e-069c-4a1e-a449-9ff1d92ad554"
"AS_WEG_EIGENWEG_OVERGANG,,_,,_,AM,_,AS,_,WEG,_,EIGENWEG,_,OVERGANG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/fe49b1cb-70c8-4379-bcea-138350dd56d9,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6c5cc51e-069c-4a1e-a449-9ff1d92ad554"
"AS_WEG_EIGENWEG_CIRKEL,,_,,_,AM,_,AS,_,WEG,_,EIGENWEG,_,CIRKEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/bfbd20bf-ed84-45ad-90b9-9bba7d9df62c,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6c5cc51e-069c-4a1e-a449-9ff1d92ad554"
"AS_WEG_HOOFDRIJBAAN_CIRKEL,,_,,_,AM,_,AS,_,WEG,_,HOOFDRIJBAAN,_,CIRKEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2130f497-05de-4c6b-9858-62e1563ecac4,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c2b5fc96-c1e5-4b87-be41-0ca139743ab1"
"AS_WEG_HOOFDRIJBAAN_OVERGANG,,_,,_,AM,_,AS,_,WEG,_,HOOFDRIJBAAN,_,OVERGANG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/d44ace30-536a-4fd5-aba0-f2fd7bcd6273,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c2b5fc96-c1e5-4b87-be41-0ca139743ab1"
"AS_WEG_HOOFDRIJBAAN_RECHT,,_,,_,AM,_,AS,_,WEG,_,HOOFDRIJBAAN,_,RECHT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/52d78e2a-d04c-4dbb-af85-08e235259da7,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c2b5fc96-c1e5-4b87-be41-0ca139743ab1"
"AS_WEG_VERBINDINGSWEG_CIRKEL,,_,,_,AM,_,AS,_,WEG,_,VERBINDINGSWEG,_,CIRKEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/b6a36ff5-70b6-4d8b-82a7-067b1c8067be,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1fe1bc6f-ee17-4ad3-bc44-43c1adef95a6"
"AS_WEG_VERBINDINGSWEG_OVERGANG,,_,,_,AM,_,AS,_,WEG,_,VERBINDINGSWEG,_,OVERGANG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/325eafa5-2e07-43bc-9abf-8cb04826fecb,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1fe1bc6f-ee17-4ad3-bc44-43c1adef95a6"
"AS_WEG_VERBINDINGSWEG_RECHT,,_,,_,AM,_,AS,_,WEG,_,VERBINDINGSWEG,_,RECHT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6b958bce-14e1-4250-8ed6-457f00bc5530,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1fe1bc6f-ee17-4ad3-bc44-43c1adef95a6"
"AS_WEG_PARALLELWEG_RECHT,,_,,_,AM,_,AS,_,WEG,_,PARALLELWEG,_,RECHT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/50b37998-c8d6-4e68-92e0-146e52285362,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7f0a7ac9-d80e-4b7c-b371-8fe26273b830"
"AS_WEG_PARALLELWEG_OVERGANG,,_,,_,AM,_,AS,_,WEG,_,PARALLELWEG,_,OVERGANG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/f4102701-3f3c-40b1-b14f-a79ee8a0356d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7f0a7ac9-d80e-4b7c-b371-8fe26273b830"
"AS_WEG_PARALLELWEG_CIRKEL,,_,,_,AM,_,AS,_,WEG,_,PARALLELWEG,_,CIRKEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/32fc9550-eced-4ce6-84ac-0113a353da2a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7f0a7ac9-d80e-4b7c-b371-8fe26273b830"
"AS_WEG_ERFTOEGANGSWEG_CIRKEL,,_,,_,AM,_,AS,_,WEG,_,ERFTOEGANGSWEG,_,CIRKEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ec054bd8-b69c-4df1-bf9d-3c5e447dc961,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/67cb219e-03d6-4a30-99f3-9c8321fab165"
"AS_WEG_ERFTOEGANGSWEG_OVERGANG,,_,,_,AM,_,AS,_,WEG,_,ERFTOEGANGSWEG,_,OVERGANG,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7c2768c0-11ab-420b-8cf5-98a3e2720a09,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/67cb219e-03d6-4a30-99f3-9c8321fab165"
"AS_WEG_ERFTOEGANGSWEG_RECHT,,_,,_,AM,_,AS,_,WEG,_,ERFTOEGANGSWEG,_,RECHT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/d423d959-a54d-4237-9319-9431675b18ca,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/67cb219e-03d6-4a30-99f3-9c8321fab165"
"AS_PAD_FIETSPAD_RECHT,,_,,_,AM,_,AS,_,PAD,_,FIETSPAD,_,RECHT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/709c4f99-ecdc-476d-a872-c1ec4040d9b9,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2c51a6f6-da12-4a7b-86d6-70e325bd227f"
"AS_PAD_FIETSPAD_CIRKEL,,_,,_,AM,_,AS,_,PAD,_,FIETSPAD,_,CIRKEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/88d9a922-873d-4c19-882a-de39cea57c59,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/2c51a6f6-da12-4a7b-86d6-70e325bd227f"
"AS_PAD_VOETPAD_CIRKEL,,_,,_,AM,_,AS,_,PAD,_,VOETPAD,_,CIRKEL,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e27ddd3e-f673-4493-ab7b-13060e24f56d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ad400863-1379-4699-99b5-2fd715120ca7"
"AS_PAD_VOETPAD_RECHT,,_,,_,AM,_,AS,_,PAD,_,VOETPAD,_,RECHT,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/129c9871-d89f-4eb2-bc53-674c42b9c223,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ad400863-1379-4699-99b5-2fd715120ca7"
"AS_SPOOR_KRAAN,,_,,_,AM,_,AS,_,SPOOR,_,KRAAN,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/947da098-c38d-49a2-bd6c-de1aa948b15d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ea53f57f-0e5e-419d-9060-1d9c43184082"
"AS_SPOOR_TRAM,,_,,_,AM,_,AS,_,SPOOR,_,TRAM,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/09ff909d-f438-4aba-ac4a-3f163b2ec935,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ea53f57f-0e5e-419d-9060-1d9c43184082"
"AS_SPOOR_RAIL,,_,,_,AM,_,AS,_,SPOOR,_,RAIL,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/52be001f-16a3-4882-9f24-4877959a3d3f,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ea53f57f-0e5e-419d-9060-1d9c43184082"
"AS_SPOOR_METRO,,_,,_,AM,_,AS,_,SPOOR,_,METRO,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/baefe92d-3d69-457d-b2a2-4886d8166e01,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ea53f57f-0e5e-419d-9060-1d9c43184082"
"AS_SPOOR_TREIN,,_,,_,AM,_,AS,_,SPOOR,_,TREIN,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6dca8b66-f185-443a-891e-47a5f5c4c8f3,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ea53f57f-0e5e-419d-9060-1d9c43184082"
"AS_DIJK_WINTERDIJK,,_,,_,AM,_,AS,_,DIJK,_,WINTERDIJK,_,,_,,_,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/57cc4f2e-32af-462b-87be-928d43781c9f,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/4f4a9838-4222-4cbc-b78b-8053ee0c6ec2"
